#node1	node2	label
CBX7	UBE2C	1
CBX7	RAD51	1
CBX7	SCML2	1
CBX7	EZH2	1
CCNA2	TRIP13	1
CCNA2	CDC6	1
CCNA2	CENPM	1
CCNA2	MCM5	1
CCNA2	MYBL2	1
CCNA2	ORC6	1
CCNA2	OIP5	1
CCNA2	RAD51AP1	1
CCNA2	FBXO5	1
CCNA2	GMNN	1
CCNA2	NCAPH	1
CCNA2	CDC25B	1
CCNA2	DLGAP5	1
CCNA2	E2F8	1
CCNA2	NCAPG	1
CCNA2	CCNB1	1
CCNA2	CDK4	1
CCNA2	ESPL1	1
CCNA2	KIF23	1
CCNA2	KIF11	1
CCNA2	NDC80	1
CCNA2	MCM4	1
CCNA2	PKMYT1	1
CCNA2	CCNE1	1
CCNA2	E2F3	1
CCNA2	KIF18A	1
CCNA2	SGO1	1
CCNA2	MCM6	1
CCNA2	MCM2	1
CCNA2	CENPE	1
CCNA2	DBF4	1
CCNA2	CDK2	1
CCNA2	TICRR	1
CCNA2	PLK4	1
CCNA2	NUF2	1
CCNA2	SKP2	1
CCNA2	CDCA5	1
CCNA2	SPC25	1
CCNA2	SKA1	1
CCNA2	CCNB2	1
CCNA2	MAD2L1	1
CCNA2	MELK	1
CCNA2	PCLAF	1
CCNA2	PLK1	1
CCNA2	TPX2	1
CCNA2	RRM1	1
CCNA2	CDT1	1
CCNA2	CDC25A	1
CCNA2	CKAP2L	1
CCNA2	FEN1	1
CCNA2	SHCBP1	1
CCNA2	ESCO2	1
CCNA2	MCM7	1
CCNA2	CKS1B	1
CCNA2	ZWILCH	1
CCNA2	TYMS	1
CCNA2	SKA3	1
CCNA2	CDC25C	1
CCNA2	SPAG5	1
CCNA2	KIF15	1
CCNA2	TACC3	1
CCNA2	CDCA2	1
CCNA2	LIN9	1
CCNA2	CDKN3	1
CCNA2	CENPA	1
CCNA2	SMC4	1
CCNA2	FOXM1	1
CCNA2	E2F1	1
CCNA2	UBE2C	1
CCNA2	RRM2	1
CCNA2	E2F2	1
CCNA2	EXO1	1
CCNA2	CENPF	1
CCNA2	DTL	1
CCNA2	NEK2	1
CCNA2	KIF14	1
CCNA2	MKI67	1
CCNA2	TTK	1
CCNA2	CEP55	1
CCNA2	ORC1	1
CCNA2	KIF2C	1
CCNA2	CDC20	1
CCNA2	CDCA8	1
CCNA2	RBL1	1
CCNA2	ZWINT	1
CCNA2	KIF4A	1
CCNA2	CKS2	1
CCNA2	MASTL	1
CCNA2	CKAP2	1
CCNA2	PCNA	1
CCNA2	RFC3	1
CCNA2	CHEK2	1
CCNA2	RFC4	1
CCNA2	ECT2	1
CCNA2	CENPN	1
CCNA2	HMMR	1
CCNA2	PTTG1	1
CCNA2	KIF20A	1
CCNA2	CDK1	1
CCNA2	NCAPG2	1
CCNA2	CHEK1	1
CCNA2	CDC7	1
CCNA2	KIFC1	1
CCNA2	RACGAP1	1
CCNA2	CDC45	1
CCNA2	TOP2A	1
CCNA2	DEPDC1	1
CCNA2	HJURP	1
CCNA2	GTSE1	1
CCNA2	SLBP	1
CCNA2	MCM10	1
CCNA2	PBK	1
CCNA2	CCNE2	1
CCNA2	CDCA3	1
CCNA2	TK1	1
CCNA2	UHRF1	1
CCNA2	MCM3	1
CCNA2	RAD51	1
CCNB1	TRIP13	1
CCNB1	CDC6	1
CCNB1	CENPM	1
CCNB1	MYBL2	1
CCNB1	ORC6	1
CCNB1	OIP5	1
CCNB1	FBXO5	1
CCNB1	NCAPH	1
CCNB1	CDC25B	1
CCNB1	DLGAP5	1
CCNB1	NCAPG	1
CCNB1	ZWILCH	1
CCNB1	MCM10	1
CCNB1	TACC3	1
CCNB1	NCAPD2	1
CCNB1	GINS1	1
CCNB1	NCAPG2	1
CCNB1	SPC24	1
CCNB1	ERCC6L	1
CCNB1	LIN9	1
CCNB1	LMNB1	1
CCNB1	KIFC1	1
CCNB1	KNTC1	1
CCNB1	CENPH	1
CCNB1	DSN1	1
CCNB1	CDC7	1
CCNB1	GTSE1	1
CCNB1	CCNE1	1
CCNB1	FANCI	1
CCNB1	CENPU	1
CCNB1	SGO2	1
CCNB1	CCNE2	1
CCNB1	RAD51	1
CCNB1	CDCA2	1
CCNB1	CENPN	1
CCNB1	SMC2	1
CCNB1	EXO1	1
CCNB1	INCENP	1
CCNB1	MCM3	1
CCNB1	ORC1	1
CCNB1	CKAP5	1
CCNB1	KNL1	1
CCNB1	PCLAF	1
CCNB1	SKP2	1
CCNB1	CDT1	1
CCNB1	CDC45	1
CCNB1	SGO1	1
CCNB1	MCM6	1
CCNB1	CHEK2	1
CCNB1	PLK4	1
CCNB1	GAPDH	1
CCNB1	E2F1	1
CCNB1	KIF18A	1
CCNB1	KPNA2	1
CCNB1	TYMS	1
CCNB1	DEPDC1B	1
CCNB1	CCNF	1
CCNB1	SPDL1	1
CCNB1	UBE2T	1
CCNB1	SMC4	1
CCNB1	KIF14	1
CCNB1	SPAG5	1
CCNB1	PCNA	1
CCNB1	MKI67	1
CCNB1	CDCA5	1
CCNB1	MCM4	1
CCNB1	DEPDC1	1
CCNB1	HJURP	1
CCNB1	DIAPH3	1
CCNB1	TK1	1
CCNB1	MASTL	1
CCNB1	SPC25	1
CCNB1	SKA1	1
CCNB1	RRM2	1
CCNB1	NEK2	1
CCNB1	SKA3	1
CCNB1	ECT2	1
CCNB1	KIF15	1
CCNB1	KIF23	1
CCNB1	KIF4A	1
CCNB1	XPO1	1
CCNB1	CHEK1	1
CCNB1	TTK	1
CCNB1	CDCA3	1
CCNB1	CDK4	1
CCNB1	CEP55	1
CCNB1	CDKN3	1
CCNB1	HMMR	1
CCNB1	TPX2	1
CCNB1	ZWINT	1
CCNB1	RACGAP1	1
CCNB1	CENPA	1
CCNB1	KIF20A	1
CCNB1	PBK	1
CCNB1	KIF2C	1
CCNB1	KIF11	1
CCNB1	NUF2	1
CCNB1	CENPE	1
CCNB1	PKMYT1	1
CCNB1	MELK	1
CCNB1	NDC80	1
CCNB1	PTTG1	1
CCNB1	CDCA8	1
CCNB1	CENPF	1
CCNB1	FOXM1	1
CCNB1	MAD2L1	1
CCNB1	TOP2A	1
CCNB1	UBE2C	1
CCNB1	CDC25C	1
CCNB1	CDC25A	1
CCNB1	CCNB2	1
CCNB1	CKS1B	1
CCNB1	ESPL1	1
CCNB1	CKS2	1
CCNB1	CDC20	1
CCNB1	PLK1	1
CCNB1	CDK2	1
CCNB1	CDK1	1
CCNB2	TRIP13	1
CCNB2	CDC6	1
CCNB2	CENPM	1
CCNB2	MCM5	1
CCNB2	MYBL2	1
CCNB2	OIP5	1
CCNB2	RAD51AP1	1
CCNB2	NCAPH	1
CCNB2	CDC25B	1
CCNB2	DLGAP5	1
CCNB2	PIMREG	1
CCNB2	NCAPG	1
CCNB2	GINS2	1
CCNB2	CDK4	1
CCNB2	ESPL1	1
CCNB2	KIF23	1
CCNB2	KIF11	1
CCNB2	NDC80	1
CCNB2	MCM4	1
CCNB2	PKMYT1	1
CCNB2	CCNE1	1
CCNB2	KIF18A	1
CCNB2	SGO1	1
CCNB2	MCM6	1
CCNB2	MCM2	1
CCNB2	CENPE	1
CCNB2	CDK2	1
CCNB2	PLK4	1
CCNB2	NUF2	1
CCNB2	CDCA5	1
CCNB2	CENPU	1
CCNB2	SPC25	1
CCNB2	CENPH	1
CCNB2	SKA1	1
CCNB2	SMC2	1
CCNB2	LIN9	1
CCNB2	DEPDC1	1
CCNB2	CKAP2L	1
CCNB2	SPC24	1
CCNB2	KNTC1	1
CCNB2	CDC7	1
CCNB2	NCAPD2	1
CCNB2	EXO1	1
CCNB2	CKAP5	1
CCNB2	MCM7	1
CCNB2	SPAG5	1
CCNB2	DIAPH3	1
CCNB2	E2F1	1
CCNB2	RFC4	1
CCNB2	KIFC1	1
CCNB2	CDCA2	1
CCNB2	KPNA2	1
CCNB2	CENPI	1
CCNB2	RAD51	1
CCNB2	CDT1	1
CCNB2	ECT2	1
CCNB2	GTSE1	1
CCNB2	KIF15	1
CCNB2	KNL1	1
CCNB2	RACGAP1	1
CCNB2	CHEK1	1
CCNB2	CENPN	1
CCNB2	SMC4	1
CCNB2	KIF4A	1
CCNB2	TYMS	1
CCNB2	MKI67	1
CCNB2	TK1	1
CCNB2	PBK	1
CCNB2	PCLAF	1
CCNB2	HMMR	1
CCNB2	CDKN3	1
CCNB2	FOXM1	1
CCNB2	CCNE2	1
CCNB2	NEK2	1
CCNB2	HJURP	1
CCNB2	CEP55	1
CCNB2	CDCA3	1
CCNB2	RRM2	1
CCNB2	ZWINT	1
CCNB2	KIF20A	1
CCNB2	CDC45	1
CCNB2	CKS1B	1
CCNB2	TPX2	1
CCNB2	TTK	1
CCNB2	MAD2L1	1
CCNB2	UBE2C	1
CCNB2	PTTG1	1
CCNB2	KIF2C	1
CCNB2	CDC25A	1
CCNB2	CDCA8	1
CCNB2	CENPF	1
CCNB2	MELK	1
CCNB2	CENPA	1
CCNB2	TOP2A	1
CCNB2	CKS2	1
CCNB2	CDC25C	1
CCNB2	PLK1	1
CCNB2	CDK1	1
CCNB2	CDC20	1
CCNE1	CDC6	1
CCNE1	MCM5	1
CCNE1	CDK4	1
CCNE1	CCT7	1
CCNE1	CHEK1	1
CCNE1	GAPDH	1
CCNE1	CDC25C	1
CCNE1	MCM7	1
CCNE1	CDC20	1
CCNE1	CCT4	1
CCNE1	FOXM1	1
CCNE1	PDCD11	1
CCNE1	E2F3	1
CCNE1	CDT1	1
CCNE1	CKS2	1
CCNE1	CCT2	1
CCNE1	PCNA	1
CCNE1	CKS1B	1
CCNE1	E2F2	1
CCNE1	E2F1	1
CCNE1	CCNE2	1
CCNE1	RBL1	1
CCNE1	CDK1	1
CCNE1	SKP2	1
CCNE1	CDC25A	1
CCNE1	CDK2	1
CCNE2	CDC6	1
CCNE2	E2F8	1
CCNE2	CDK4	1
CCNE2	MCM4	1
CCNE2	E2F3	1
CCNE2	CDK2	1
CCNE2	SKP2	1
CCNE2	CDC25A	1
CCNE2	CKS1B	1
CCNE2	E2F1	1
CCNE2	RRM2	1
CCNE2	E2F2	1
CCNE2	PDCD11	1
CCNE2	RBL1	1
CCNE2	PCNA	1
CCNE2	CDK1	1
CCNE2	CHEK1	1
CCNE2	MCM10	1
CCNF	CDC6	1
CCNF	MYBL2	1
CCNF	ESPL1	1
CCNF	CDK2	1
CCNF	PLK4	1
CCNF	SKP2	1
CCNF	PLK1	1
CCNF	CDT1	1
CCNF	FEN1	1
CCNF	VCP	1
CCNF	RRM2	1
CCNF	NEK2	1
CCNF	CDC20	1
CCNF	CDCA8	1
CCNF	KIF20A	1
CCNF	CDK1	1
CCNF	SLBP	1
CCNF	CDCA3	1
CCNF	TOP2A	1
CCNF	KIFC1	1
CCT2	PSMA4	1
CCT2	CCT7	1
CCT2	PSMD11	1
CCT2	TXNDC9	1
CCT2	CCT6A	1
CCT2	CCT5	1
CCT2	CCT8	1
CCT2	IGBP1	1
CCT2	HSP90B1	1
CCT2	PSMD14	1
CCT2	NOP56	1
CCT2	DNAJB11	1
CCT2	RAN	1
CCT2	RUVBL1	1
CCT2	PSMD2	1
CCT2	DNAJA1	1
CCT2	TUBA1C	1
CCT2	TUBA1B	1
CCT2	HSP90AA1	1
CCT2	PSMG1	1
CCT2	DNAJC9	1
CCT2	STIP1	1
CCT2	HSP90AB1	1
CCT2	TUBB	1
CCT2	CDC20	1
CCT2	CCT4	1
CCT4	CCT7	1
CCT4	PSMD11	1
CCT4	CCT6A	1
CCT4	CCT5	1
CCT4	CCT8	1
CCT4	PSMD1	1
CCT4	PSMD2	1
CCT4	RUVBL1	1
CCT4	PSMG1	1
CCT4	HSP90AA1	1
CCT4	TUBA1B	1
CCT4	TUBB	1
CCT4	STIP1	1
CCT4	GLRX3	1
CCT4	HSP90AB1	1
CCT4	CDC20	1
CCT4	DNAJC9	1
CCT4	NOP56	1
CCT4	TUBA1C	1
CCT4	PSMD14	1
CCT4	RAN	1
CCT4	DNAJB11	1
CCT5	CCT7	1
CCT5	CCT6A	1
CCT5	NOP56	1
CCT5	TARS1	1
CCT5	DNAJA1	1
CCT5	VCP	1
CCT5	PSMD14	1
CCT5	PSMD2	1
CCT5	TUBA1B	1
CCT5	RAN	1
CCT5	DNAJB11	1
CCT5	RUVBL1	1
CCT5	TUBB	1
CCT5	HSP90AA1	1
CCT5	PSMG1	1
CCT5	DNAJC9	1
CCT5	HSP90AB1	1
CCT5	STIP1	1
CCT5	CDC20	1
CCT5	CCT8	1
CCT6A	CCT7	1
CCT6A	PSMD14	1
CCT6A	RUVBL1	1
CCT6A	NOP56	1
CCT6A	IGBP1	1
CCT6A	RAN	1
CCT6A	TUBA1C	1
CCT6A	DNAJB11	1
CCT6A	HSP90AA1	1
CCT6A	HSPD1	1
CCT6A	TUBA1B	1
CCT6A	HSP90AB1	1
CCT6A	PSMG1	1
CCT6A	TUBB	1
CCT6A	STIP1	1
CCT6A	DNAJC9	1
CCT6A	CDC20	1
CCT6A	CCT8	1
CCT7	TUBA1C	1
CCT7	RAN	1
CCT7	NOP56	1
CCT7	IGBP1	1
CCT7	PSMD14	1
CCT7	TXNDC9	1
CCT7	DNAJB11	1
CCT7	TUBA1B	1
CCT7	HSP90AA1	1
CCT7	PSMD2	1
CCT7	RUVBL1	1
CCT7	PSMG1	1
CCT7	DNAJC9	1
CCT7	TUBB	1
CCT7	HSP90AB1	1
CCT7	STIP1	1
CCT7	CDC20	1
CCT7	CCT8	1
CCT8	PSMA4	1
CCT8	PSMD11	1
CCT8	RAN	1
CCT8	TUBA1B	1
CCT8	PSMD2	1
CCT8	PSMC2	1
CCT8	PSMD14	1
CCT8	DNAJB11	1
CCT8	PSMD1	1
CCT8	RUVBL1	1
CCT8	HSPD1	1
CCT8	HSP90AA1	1
CCT8	PSMG1	1
CCT8	DNAJC9	1
CCT8	TUBB	1
CCT8	HSP90AB1	1
CCT8	STIP1	1
CCT8	CDC20	1
CCZ1	VPS11	1
CD3EAP	NOP58	1
CD3EAP	NIFK	1
CD3EAP	RRP1B	1
CD3EAP	GTPBP4	1
CDC123	CDKAL1	1
CDC123	NUDT5	1
CDC123	EIF2S2	1
CDC20	TRIP13	1
CDC20	CDC6	1
CDC20	CENPM	1
CDC20	MCM5	1
CDC20	MYBL2	1
CDC20	RAD51AP1	1
CDC20	FBXO5	1
CDC20	GMNN	1
CDC20	NCAPH	1
CDC20	CDC25B	1
CDC20	DLGAP5	1
CDC20	PIMREG	1
CDC20	NCAPG	1
CDC20	CDK4	1
CDC20	TROAP	1
CDC20	ESPL1	1
CDC20	KIF23	1
CDC20	KIF11	1
CDC20	NDC80	1
CDC20	MCM4	1
CDC20	PKMYT1	1
CDC20	KIF18A	1
CDC20	SGO1	1
CDC20	MCM6	1
CDC20	MCM2	1
CDC20	CENPE	1
CDC20	SPDL1	1
CDC20	DBF4	1
CDC20	CDK2	1
CDC20	PLK4	1
CDC20	NUF2	1
CDC20	SKP2	1
CDC20	CDCA5	1
CDC20	CENPU	1
CDC20	SPC25	1
CDC20	CENPH	1
CDC20	SKA1	1
CDC20	MAD2L1	1
CDC20	MELK	1
CDC20	PCLAF	1
CDC20	PLK1	1
CDC20	TPX2	1
CDC20	CDT1	1
CDC20	CDC25A	1
CDC20	MCM7	1
CDC20	CKS1B	1
CDC20	ZWILCH	1
CDC20	TYMS	1
CDC20	CDC25C	1
CDC20	SPAG5	1
CDC20	KIF15	1
CDC20	NCAPD2	1
CDC20	TACC3	1
CDC20	CDCA2	1
CDC20	KNTC1	1
CDC20	ERCC6L	1
CDC20	CDKN3	1
CDC20	KNL1	1
CDC20	CENPA	1
CDC20	FOXM1	1
CDC20	E2F1	1
CDC20	UBE2C	1
CDC20	SGO2	1
CDC20	RRM2	1
CDC20	EXO1	1
CDC20	CENPF	1
CDC20	NEK2	1
CDC20	CENPW	1
CDC20	MKI67	1
CDC20	TTK	1
CDC20	CEP55	1
CDC20	KIF2C	1
CDC20	GTSE1	1
CDC20	KPNA2	1
CDC20	ECT2	1
CDC20	DSN1	1
CDC20	RFC4	1
CDC20	DEPDC1	1
CDC20	CHEK1	1
CDC20	CDC7	1
CDC20	CENPK	1
CDC20	KIF18B	1
CDC20	PCNA	1
CDC20	CENPI	1
CDC20	MDC1	1
CDC20	MAPRE1	1
CDC20	NDE1	1
CDC20	CENPN	1
CDC20	XPO1	1
CDC20	RAD51	1
CDC20	MCM3	1
CDC20	RACGAP1	1
CDC20	RCC2	1
CDC20	CKAP5	1
CDC20	HMMR	1
CDC20	TK1	1
CDC20	SPC24	1
CDC20	KIFC1	1
CDC20	HJURP	1
CDC20	KIF4A	1
CDC20	CDC45	1
CDC20	PBK	1
CDC20	INCENP	1
CDC20	ZWINT	1
CDC20	CKS2	1
CDC20	TOP2A	1
CDC20	CDCA3	1
CDC20	KIF20A	1
CDC20	CDCA8	1
CDC20	PTTG1	1
CDC20	CDK1	1
CDC25A	CDC6	1
CDC25A	MYBL2	1
CDC25A	CDC25B	1
CDC25A	CDK4	1
CDC25A	MCM4	1
CDC25A	PKMYT1	1
CDC25A	CDK2	1
CDC25A	SKP2	1
CDC25A	PLK1	1
CDC25A	CDT1	1
CDC25A	EXO1	1
CDC25A	ORC1	1
CDC25A	YWHAQ	1
CDC25A	CDC7	1
CDC25A	DTL	1
CDC25A	CDK5R1	1
CDC25A	CLSPN	1
CDC25A	MCM10	1
CDC25A	E2F1	1
CDC25A	FOXM1	1
CDC25A	CDC45	1
CDC25A	CDC25C	1
CDC25A	CDK1	1
CDC25A	CHEK2	1
CDC25A	CHEK1	1
CDC25B	CDC45	1
CDC25B	CENPF	1
CDC25B	PKMYT1	1
CDC25B	MELK	1
CDC25B	CDK4	1
CDC25B	CDK5R1	1
CDC25B	FOXM1	1
CDC25B	CDC25C	1
CDC25B	PLK1	1
CDC25B	CHEK1	1
CDC25B	YWHAQ	1
CDC25B	CDK2	1
CDC25B	CDK1	1
CDC25C	CDC6	1
CDC25C	DLGAP5	1
CDC25C	CDK4	1
CDC25C	PKMYT1	1
CDC25C	KIF18A	1
CDC25C	CDK2	1
CDC25C	PLK4	1
CDC25C	CDCA5	1
CDC25C	MELK	1
CDC25C	PLK1	1
CDC25C	CLSPN	1
CDC25C	CDK5R1	1
CDC25C	CDCA2	1
CDC25C	PTTG1	1
CDC25C	HMMR	1
CDC25C	GTSE1	1
CDC25C	CDKN3	1
CDC25C	KIF14	1
CDC25C	TTK	1
CDC25C	TOP2A	1
CDC25C	KIF4A	1
CDC25C	DEPDC1	1
CDC25C	NEK2	1
CDC25C	UBE2C	1
CDC25C	CDCA8	1
CDC25C	FOXM1	1
CDC25C	CENPA	1
CDC25C	KIF20A	1
CDC25C	CDC45	1
CDC25C	HJURP	1
CDC25C	KIF2C	1
CDC25C	YWHAQ	1
CDC25C	CHEK2	1
CDC25C	CHEK1	1
CDC25C	CDK1	1
CDC45	RFC2	1
CDC45	TRIP13	1
CDC45	CDC6	1
CDC45	CENPM	1
CDC45	MCM5	1
CDC45	POLE2	1
CDC45	ORC6	1
CDC45	OIP5	1
CDC45	GMNN	1
CDC45	DLGAP5	1
CDC45	NCAPG	1
CDC45	GINS2	1
CDC45	CDK4	1
CDC45	KIF23	1
CDC45	KIF11	1
CDC45	TOPBP1	1
CDC45	TIPIN	1
CDC45	MCM4	1
CDC45	PKMYT1	1
CDC45	GINS1	1
CDC45	MCM6	1
CDC45	MCM2	1
CDC45	DBF4	1
CDC45	CDK2	1
CDC45	TICRR	1
CDC45	NUF2	1
CDC45	CDCA5	1
CDC45	GINS4	1
CDC45	SPC25	1
CDC45	MAD2L1	1
CDC45	MELK	1
CDC45	LRR1	1
CDC45	PCLAF	1
CDC45	PLK1	1
CDC45	TPX2	1
CDC45	CDT1	1
CDC45	CKAP2L	1
CDC45	FEN1	1
CDC45	ESCO2	1
CDC45	MCM7	1
CDC45	FANCI	1
CDC45	CLSPN	1
CDC45	TYMS	1
CDC45	CHAF1B	1
CDC45	DSCC1	1
CDC45	POLE	1
CDC45	SPAG5	1
CDC45	KIF15	1
CDC45	PIF1	1
CDC45	TRAIP	1
CDC45	CENPA	1
CDC45	E2F1	1
CDC45	UBE2C	1
CDC45	PRIM1	1
CDC45	DNA2	1
CDC45	RRM2	1
CDC45	WDHD1	1
CDC45	EXO1	1
CDC45	CENPF	1
CDC45	DTL	1
CDC45	MKI67	1
CDC45	TTK	1
CDC45	CEP55	1
CDC45	ORC1	1
CDC45	RAD54L	1
CDC45	KIF2C	1
CDC45	CDCA8	1
CDC45	ZWINT	1
CDC45	POLE3	1
CDC45	KIF4A	1
CDC45	MCM8	1
CDC45	PCNA	1
CDC45	RFC3	1
CDC45	CHEK2	1
CDC45	RFC4	1
CDC45	HMMR	1
CDC45	PTTG1	1
CDC45	KIF20A	1
CDC45	CDK1	1
CDC45	CHEK1	1
CDC45	CDC7	1
CDC45	KIFC1	1
CDC45	GINS3	1
CDC45	RFC5	1
CDC45	UBE2T	1
CDC45	CDCA3	1
CDC45	TK1	1
CDC45	PBK	1
CDC45	HJURP	1
CDC45	TOP2A	1
CDC45	PRIM2	1
CDC45	RAD51	1
CDC45	TIMELESS	1
CDC45	MCM3	1
CDC45	MCM10	1
CDC6	RFC2	1
CDC6	GINS2	1
CDC6	CDCA5	1
CDC6	ZWINT	1
CDC6	KIF2C	1
CDC6	SMC2	1
CDC6	PCNA	1
CDC6	NUF2	1
CDC6	MELK	1
CDC6	PBK	1
CDC6	SMC4	1
CDC6	TIPIN	1
CDC6	GINS1	1
CDC6	SKP2	1
CDC6	MASTL	1
CDC6	RRM1	1
CDC6	MAD2L1	1
CDC6	KNTC1	1
CDC6	GINS4	1
CDC6	RFC3	1
CDC6	TOPBP1	1
CDC6	POLE	1
CDC6	TOP2A	1
CDC6	TTK	1
CDC6	CHEK2	1
CDC6	PLK1	1
CDC6	TICRR	1
CDC6	HELLS	1
CDC6	CDCA8	1
CDC6	RAD51	1
CDC6	UBE2C	1
CDC6	CDK4	1
CDC6	RFC4	1
CDC6	PRIM2	1
CDC6	FEN1	1
CDC6	GINS3	1
CDC6	ESPL1	1
CDC6	DLGAP5	1
CDC6	CLSPN	1
CDC6	PRIM1	1
CDC6	KIF11	1
CDC6	GMNN	1
CDC6	WDHD1	1
CDC6	E2F7	1
CDC6	RRM2	1
CDC6	E2F8	1
CDC6	CHEK1	1
CDC6	POLE2	1
CDC6	DBF4	1
CDC6	CDK1	1
CDC6	DTL	1
CDC6	EXO1	1
CDC6	E2F1	1
CDC6	CDC7	1
CDC6	MCM8	1
CDC6	MCM10	1
CDC6	MCM5	1
CDC6	CDK2	1
CDC6	MCM4	1
CDC6	ORC1	1
CDC6	MCM7	1
CDC6	ORC6	1
CDC6	MCM3	1
CDC6	MCM6	1
CDC6	MCM2	1
CDC6	CDT1	1
CDC7	MCM5	1
CDC7	POLE2	1
CDC7	ORC6	1
CDC7	MSH2	1
CDC7	CDK4	1
CDC7	TOPBP1	1
CDC7	TIPIN	1
CDC7	MCM4	1
CDC7	MCM6	1
CDC7	RAD18	1
CDC7	MCM2	1
CDC7	DBF4	1
CDC7	CDK2	1
CDC7	TICRR	1
CDC7	PLK1	1
CDC7	CDT1	1
CDC7	MCM7	1
CDC7	CLSPN	1
CDC7	POLE	1
CDC7	PRIM1	1
CDC7	WDHD1	1
CDC7	ORC1	1
CDC7	MCM8	1
CDC7	CHEK2	1
CDC7	RFC4	1
CDC7	CDK1	1
CDC7	CHEK1	1
CDC7	PRIM2	1
CDC7	GINS3	1
CDC7	TIMELESS	1
CDC7	MCM10	1
CDC7	MCM3	1
CDCA2	NCAPH	1
CDCA2	DLGAP5	1
CDCA2	NCAPG	1
CDCA2	TROAP	1
CDCA2	KIF23	1
CDCA2	KIF11	1
CDCA2	SGO1	1
CDCA2	DEPDC1B	1
CDCA2	CENPE	1
CDCA2	NUF2	1
CDCA2	CDCA5	1
CDCA2	PLK1	1
CDCA2	TPX2	1
CDCA2	CKAP2L	1
CDCA2	CDCA7	1
CDCA2	SKA3	1
CDCA2	KIF15	1
CDCA2	HASPIN	1
CDCA2	KPNA2	1
CDCA2	CEP55	1
CDCA2	HJURP	1
CDCA2	KIF14	1
CDCA2	TOP2A	1
CDCA2	CENPF	1
CDCA2	GTSE1	1
CDCA2	DEPDC1	1
CDCA2	CENPA	1
CDCA2	CDK1	1
CDCA2	HMMR	1
CDCA2	PBK	1
CDCA2	TTK	1
CDCA2	KIF2C	1
CDCA2	CDCA8	1
CDCA2	KIF20A	1
CDCA2	CDCA3	1
CDCA2	KNL1	1
CDCA2	KIF4A	1
CDCA3	TRIP13	1
CDCA3	CENPM	1
CDCA3	NCAPH	1
CDCA3	DLGAP5	1
CDCA3	KNSTRN	1
CDCA3	PIMREG	1
CDCA3	NCAPG	1
CDCA3	TROAP	1
CDCA3	ESPL1	1
CDCA3	KIF23	1
CDCA3	KIF11	1
CDCA3	NDC80	1
CDCA3	SGO1	1
CDCA3	CENPE	1
CDCA3	NUF2	1
CDCA3	CTDSP1	1
CDCA3	CDCA5	1
CDCA3	SPC25	1
CDCA3	SKA1	1
CDCA3	MAD2L1	1
CDCA3	MELK	1
CDCA3	PCLAF	1
CDCA3	PLK1	1
CDCA3	TPX2	1
CDCA3	CKAP2L	1
CDCA3	SPAG5	1
CDCA3	KIF15	1
CDCA3	TACC3	1
CDCA3	CDKN3	1
CDCA3	CENPA	1
CDCA3	FOXM1	1
CDCA3	UBE2C	1
CDCA3	RRM2	1
CDCA3	CENPF	1
CDCA3	NEK2	1
CDCA3	CENPW	1
CDCA3	MKI67	1
CDCA3	TTK	1
CDCA3	CEP55	1
CDCA3	KIF2C	1
CDCA3	CDCA8	1
CDCA3	KIF4A	1
CDCA3	HMMR	1
CDCA3	PTTG1	1
CDCA3	KIF20A	1
CDCA3	CDK1	1
CDCA3	KIFC1	1
CDCA3	TOP2A	1
CDCA3	HJURP	1
CDCA3	GTSE1	1
CDCA3	PBK	1
CDCA3	KIF18B	1
CDCA3	SPC24	1
CDCA4	CDCA5	1
CDCA4	CDCA8	1
CDCA5	TRIP13	1
CDCA5	CENPM	1
CDCA5	RAD51AP1	1
CDCA5	NCAPH	1
CDCA5	DLGAP5	1
CDCA5	NCAPG	1
CDCA5	ESPL1	1
CDCA5	KIF23	1
CDCA5	KIF11	1
CDCA5	SGO1	1
CDCA5	CENPE	1
CDCA5	NUF2	1
CDCA5	CENPU	1
CDCA5	FEN1	1
CDCA5	ECT2	1
CDCA5	DSCC1	1
CDCA5	NEK2	1
CDCA5	KNL1	1
CDCA5	KIF14	1
CDCA5	TYMS	1
CDCA5	TTK	1
CDCA5	PBK	1
CDCA5	HASPIN	1
CDCA5	UHRF1	1
CDCA5	CHEK1	1
CDCA5	ESCO2	1
CDCA5	INCENP	1
CDCA5	KNTC1	1
CDCA5	SGO2	1
CDCA5	MCM10	1
CDCA5	KIFC1	1
CDCA5	SPAG5	1
CDCA5	POC1A	1
CDCA5	CENPN	1
CDCA5	SKA1	1
CDCA5	UBE2T	1
CDCA5	PTTG1	1
CDCA5	HMMR	1
CDCA5	UBE2C	1
CDCA5	CDT1	1
CDCA5	RACGAP1	1
CDCA5	CKAP2L	1
CDCA5	CENPA	1
CDCA5	CENPF	1
CDCA5	HJURP	1
CDCA5	CEP55	1
CDCA5	MELK	1
CDCA5	KIF20A	1
CDCA5	TPX2	1
CDCA5	KIF4A	1
CDCA5	KIF2C	1
CDCA5	PLK1	1
CDCA5	ZWINT	1
CDCA5	TOP2A	1
CDCA5	CDCA8	1
CDCA5	CDK1	1
CDCA7	HELLS	1
CDCA8	TRIP13	1
CDCA8	CENPM	1
CDCA8	OIP5	1
CDCA8	NCAPH	1
CDCA8	DLGAP5	1
CDCA8	E2F8	1
CDCA8	NCAPG	1
